1,60781
2,357405
3,357010
4,106780
5,2332909
6,2332635
7,102144
8,2333185
9,2333427
10,94366
11,2332867
12,82084
13,2333306
14,85497
15,2333573
16,2333364
17,84295
18,105915
19,103854
20,2332786
21,92844
22,2333619
23,105573
24,67029
25,105571
26,61620
27,359896
28,78305
29,2332790
30,2333658
31,2333539
32,101841
33,359471
34,2332537
35,105918
36,2333197
37,2333059
38,2333166
39,102601
40,60642
41,60644
42,84379
44,359794
45,2333317
46,2333147
47,2332864
48,102244
49,356637
50,2332599
51,58211
52,106537
53,106771
54,2332707
55,106571
56,59574
57,106572
58,60634
59,58189
60,2332837
61,59279
62,2333070
63,102134
64,106543
65,97906
66,2332979
67,359637
68,59425
69,2332644
70,102674
71,2332770
72,73787
73,58904
74,2332805
75,2332944
76,82729
77,88392
78,2333174
79,2332848
80,82679
81,59589
82,57918
83,2332929
84,2332809
85,58671
86,2332961
87,2332971
88,356656
89,975089
90,60975
91,2332630
92,2333205
93,2333163
95,2332887
96,2333454
97,2332872
98,2333167
99,79296
100,58192
101,56925
102,357668
